Continent,country,Product,Variable,Year,Unit,Quantity
Europe,Belgium,Wine,Production,2001,1000 hl,  2
Europe,Belgium,Wine,Consumption,2002,1000 hl, 2 724
Europe,Belgium,Wine,Exports,2002,1000 hl,  192
Europe,Belgium,Wine,Imports,2002,1000 hl, 2 763
Europe,Belgium,Wine,Production,2002,1000 hl,  2
Europe,Belgium,Wine,Consumption,2003,1000 hl, 2 614
Europe,Belgium,Wine,Exports,2003,1000 hl,  179
Europe,Belgium,Wine,Imports,2003,1000 hl, 2 670
Europe,Belgium,Wine,Production,2003,1000 hl,  2
Europe,Belgium,Wine,Consumption,2004,1000 hl, 2 741
Europe,Belgium,Wine,Exports,2004,1000 hl,  169
Europe,Belgium,Wine,Imports,2004,1000 hl, 2 801
Europe,Belgium,Wine,Production,2004,1000 hl,  2
Europe,Belgium,Wine,Consumption,2005,1000 hl, 2 791
Europe,Belgium,Wine,Exports,2005,1000 hl,  206
Europe,Belgium,Wine,Imports,2005,1000 hl, 2 897
Europe,Belgium,Wine,Production,2005,1000 hl,  1
Europe,Belgium,Wine,Consumption,2006,1000 hl, 2 903
Europe,Belgium,Wine,Exports,2006,1000 hl,  215
Europe,Belgium,Wine,Imports,2006,1000 hl, 2 938
Europe,Belgium,Wine,Production,2006,1000 hl,  2
Europe,Belgium,Wine,Consumption,2007,1000 hl, 2 900
Europe,Belgium,Wine,Exports,2007,1000 hl,  334
Europe,Belgium,Wine,Imports,2007,1000 hl, 3 106
Europe,Belgium,Wine,Production,2007,1000 hl,  2
Europe,Belgium,Wine,Consumption,2008,1000 hl, 2 990
Europe,Belgium,Wine,Exports,2008,1000 hl,  405
Europe,Belgium,Wine,Imports,2008,1000 hl, 3 097
Europe,Belgium,Wine,Production,2008,1000 hl,  6
Europe,Belgium,Wine,Consumption,2009,1000 hl, 2 850
Europe,Belgium,Wine,Exports,2009,1000 hl,  258
Europe,Belgium,Wine,Imports,2009,1000 hl, 3 061
Europe,Belgium,Wine,Production,2009,1000 hl,  6
Europe,Belgium,Wine,Consumption,2010,1000 hl, 2 760
Europe,Belgium,Wine,Exports,2010,1000 hl,  215
Europe,Belgium,Wine,Imports,2010,1000 hl, 2 984
Europe,Belgium,Wine,Production,2010,1000 hl,  5
Europe,Belgium,Wine,Consumption,2011,1000 hl, 2 917
Europe,Belgium,Wine,Exports,2011,1000 hl,  246
Europe,Belgium,Wine,Imports,2011,1000 hl, 3 158
Europe,Belgium,Wine,Production,2011,1000 hl,  5
Europe,Belgium,Wine,Consumption,2012,1000 hl, 2 872
Europe,Belgium,Wine,Exports,2012,1000 hl,  261
Europe,Belgium,Wine,Imports,2012,1000 hl, 3 133
Europe,Belgium,Wine,Production,2012,1000 hl,  3
Europe,Belgium,Wine,Consumption,2013,1000 hl, 2 886
Europe,Belgium,Wine,Exports,2013,1000 hl,  292
Europe,Belgium,Wine,Imports,2013,1000 hl, 3 166
Europe,Belgium,Wine,Production,2013,1000 hl,  6
Europe,Belgium,Wine,Consumption,2014,1000 hl, 2 666
Europe,Belgium,Wine,Exports,2014,1000 hl,  314
Europe,Belgium,Wine,Imports,2014,1000 hl, 3 118
Europe,Belgium,Wine,Production,2014,1000 hl,  7
Europe,Belgium,Wine,Consumption,2015,1000 hl, 2 966
Europe,Belgium,Wine,Exports,2015,1000 hl,  342
Europe,Belgium,Wine,Imports,2015,1000 hl, 3 110
Europe,Belgium,Wine,Production,2015,1000 hl,  10
Europe,Belgium,Wine,Consumption,2016,1000 hl, 2 802
Europe,Belgium,Wine,Exports,2016,1000 hl,  301
Europe,Belgium,Wine,Imports,2016,1000 hl, 3 120
Europe,Belgium,Wine,Production,2016,1000 hl,  8
Europe,Belgium,Wine,Consumption,2017,1000 hl, 2 818
Europe,Belgium,Wine,Exports,2017,1000 hl,  342
Europe,Belgium,Wine,Imports,2017,1000 hl, 3 142
Europe,Belgium,Wine,Production,2017,1000 hl,  9
Europe,Belgium,Wine,Consumption,2018,1000 hl, 2 735
Europe,Belgium,Wine,Exports,2018,1000 hl,  388
Europe,Belgium,Wine,Imports,2018,1000 hl, 3 030
Europe,Belgium,Wine,Production,2018,1000 hl,  20
Europe,Belgium,Wine,Consumption,2019,1000 hl, 2 659
Europe,Belgium,Wine,Exports,2019,1000 hl,  436
Europe,Belgium,Wine,Imports,2019,1000 hl, 3 078
Europe,Belgium,Wine,Production,2019,1000 hl,  15
Europe,Belgium,Wine,Consumption,2020,1000 hl, 2 655
Europe,Belgium,Wine,Exports,2020,1000 hl,  473
Europe,Belgium,Wine,Imports,2020,1000 hl, 3 109
Europe,Belgium,Wine,Production,2020,1000 hl,  18
Europe,Belgium,Wine,Consumption,2021,1000 hl, 2 382
Europe,Belgium,Wine,Exports,2021,1000 hl, 1 431
Europe,Belgium,Wine,Imports,2021,1000 hl, 3 529
Europe,Belgium,Wine,Production,2021,1000 hl,  13
Europe,Belgium,Wine,Consumption,2022,1000 hl, 2 066
Europe,Belgium,Wine,Exports,2022,1000 hl, 1 404
Europe,Belgium,Wine,Imports,2022,1000 hl, 3 394
Europe,Belgium,Wine,Production,2022,1000 hl,  30
Europe,Belgium,Wine,Consumption,2023,1000 hl, 1 831
Europe,Belgium,Wine,Exports,2023,1000 hl, 1 421
Europe,Belgium,Wine,Imports,2023,1000 hl, 3 029
Europe,Belgium,Wine,Production,2023,1000 hl,  34
Europe,Belgium and Luxembourg,Wine,Consumption,1995,1000 hl, 2 122
Europe,Belgium and Luxembourg,Wine,Exports,1995,1000 hl,  328
Europe,Belgium and Luxembourg,Wine,Imports,1995,1000 hl, 2 299
Europe,Belgium and Luxembourg,Wine,Production,1995,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Consumption,1996,1000 hl, 2 127
Europe,Belgium and Luxembourg,Wine,Exports,1996,1000 hl,  181
Europe,Belgium and Luxembourg,Wine,Imports,1996,1000 hl, 2 180
Europe,Belgium and Luxembourg,Wine,Production,1996,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Consumption,1997,1000 hl, 2 138
Europe,Belgium and Luxembourg,Wine,Exports,1997,1000 hl,  219
Europe,Belgium and Luxembourg,Wine,Imports,1997,1000 hl, 2 283
Europe,Belgium and Luxembourg,Wine,Production,1997,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Consumption,1998,1000 hl, 2 444
Europe,Belgium and Luxembourg,Wine,Exports,1998,1000 hl,  236
Europe,Belgium and Luxembourg,Wine,Imports,1998,1000 hl, 2 520
Europe,Belgium and Luxembourg,Wine,Production,1998,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Consumption,1999,1000 hl, 2 364
Europe,Belgium and Luxembourg,Wine,Exports,1999,1000 hl,  239
Europe,Belgium and Luxembourg,Wine,Imports,1999,1000 hl, 2 419
Europe,Belgium and Luxembourg,Wine,Production,1999,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Exports,2000,1000 hl,  283
Europe,Belgium and Luxembourg,Wine,Imports,2000,1000 hl, 2 655
Europe,Belgium and Luxembourg,Wine,Production,2000,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2001,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2001,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2002,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2002,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2003,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2003,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2004,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2004,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2005,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2005,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2006,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2006,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2007,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2007,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2008,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2008,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2009,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2009,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2010,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2010,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2011,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2011,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2012,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2012,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2013,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2013,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2014,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2014,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2015,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2015,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2016,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2016,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2017,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2017,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2018,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2018,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2019,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2019,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2020,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2020,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Imports,2021,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2021,1000 hl,0
Europe,Belgium and Luxembourg,Wine,Production,2022,1000 hl,0
America,Belize,Wine,Consumption,1995,1000 hl,  1
America,Belize,Wine,Exports,1995,1000 hl,0
America,Belize,Wine,Imports,1995,1000 hl,  1
America,Belize,Wine,Production,1995,1000 hl,0
America,Belize,Wine,Consumption,1996,1000 hl,  1
America,Belize,Wine,Exports,1996,1000 hl,0
America,Belize,Wine,Imports,1996,1000 hl,  1
America,Belize,Wine,Production,1996,1000 hl,0
America,Belize,Wine,Consumption,1997,1000 hl,  1
America,Belize,Wine,Exports,1997,1000 hl,0
America,Belize,Wine,Imports,1997,1000 hl,  1
America,Belize,Wine,Production,1997,1000 hl,0
America,Belize,Wine,Consumption,1998,1000 hl,  1
America,Belize,Wine,Exports,1998,1000 hl,0
America,Belize,Wine,Imports,1998,1000 hl,  1
America,Belize,Wine,Production,1998,1000 hl,0
America,Belize,Wine,Consumption,1999,1000 hl,  1
America,Belize,Wine,Exports,1999,1000 hl,0
America,Belize,Wine,Imports,1999,1000 hl,  1
America,Belize,Wine,Production,1999,1000 hl,0
America,Belize,Wine,Consumption,2000,1000 hl,  2
America,Belize,Wine,Exports,2000,1000 hl,0
America,Belize,Wine,Imports,2000,1000 hl,  2
America,Belize,Wine,Production,2000,1000 hl,0
America,Belize,Wine,Consumption,2001,1000 hl,  2
America,Belize,Wine,Exports,2001,1000 hl,0
America,Belize,Wine,Imports,2001,1000 hl,  2
America,Belize,Wine,Production,2001,1000 hl,0
America,Belize,Wine,Consumption,2002,1000 hl,  1
America,Belize,Wine,Exports,2002,1000 hl,0
America,Belize,Wine,Imports,2002,1000 hl,  1
America,Belize,Wine,Production,2002,1000 hl,0
America,Belize,Wine,Consumption,2003,1000 hl,  9
America,Belize,Wine,Exports,2003,1000 hl,0
America,Belize,Wine,Imports,2003,1000 hl,  9
America,Belize,Wine,Production,2003,1000 hl,0
America,Belize,Wine,Consumption,2004,1000 hl,  2
America,Belize,Wine,Exports,2004,1000 hl,0
America,Belize,Wine,Imports,2004,1000 hl,  2
America,Belize,Wine,Production,2004,1000 hl,0
America,Belize,Wine,Consumption,2005,1000 hl,  4
America,Belize,Wine,Exports,2005,1000 hl,0
America,Belize,Wine,Imports,2005,1000 hl,  4
America,Belize,Wine,Production,2005,1000 hl,0
America,Belize,Wine,Consumption,2006,1000 hl,  3
America,Belize,Wine,Exports,2006,1000 hl,0
America,Belize,Wine,Imports,2006,1000 hl,  3
America,Belize,Wine,Production,2006,1000 hl,0
America,Belize,Wine,Consumption,2007,1000 hl,  4
America,Belize,Wine,Exports,2007,1000 hl,0
America,Belize,Wine,Imports,2007,1000 hl,  4
America,Belize,Wine,Production,2007,1000 hl,0
America,Belize,Wine,Consumption,2008,1000 hl,  4
America,Belize,Wine,Exports,2008,1000 hl,0
America,Belize,Wine,Imports,2008,1000 hl,  4
America,Belize,Wine,Production,2008,1000 hl,0
America,Belize,Wine,Consumption,2009,1000 hl,  3
America,Belize,Wine,Exports,2009,1000 hl,0
America,Belize,Wine,Imports,2009,1000 hl,  3
America,Belize,Wine,Production,2009,1000 hl,0
America,Belize,Wine,Consumption,2010,1000 hl,  4
America,Belize,Wine,Exports,2010,1000 hl,0
America,Belize,Wine,Imports,2010,1000 hl,  5
America,Belize,Wine,Production,2010,1000 hl,0
America,Belize,Wine,Consumption,2011,1000 hl,  4
America,Belize,Wine,Exports,2011,1000 hl,0
America,Belize,Wine,Imports,2011,1000 hl,  4
America,Belize,Wine,Production,2011,1000 hl,0
America,Belize,Wine,Consumption,2012,1000 hl,  6
America,Belize,Wine,Exports,2012,1000 hl,0
America,Belize,Wine,Imports,2012,1000 hl,  8
America,Belize,Wine,Production,2012,1000 hl,0
America,Belize,Wine,Consumption,2013,1000 hl,  12
America,Belize,Wine,Exports,2013,1000 hl,0
America,Belize,Wine,Imports,2013,1000 hl,  17
America,Belize,Wine,Production,2013,1000 hl,0
America,Belize,Wine,Consumption,2014,1000 hl,  15
America,Belize,Wine,Exports,2014,1000 hl,0
America,Belize,Wine,Imports,2014,1000 hl,  14
America,Belize,Wine,Production,2014,1000 hl,0
America,Belize,Wine,Consumption,2015,1000 hl,  14
America,Belize,Wine,Exports,2015,1000 hl,0
America,Belize,Wine,Imports,2015,1000 hl,  13
America,Belize,Wine,Production,2015,1000 hl,0
America,Belize,Wine,Consumption,2016,1000 hl,  13
America,Belize,Wine,Exports,2016,1000 hl,0
America,Belize,Wine,Imports,2016,1000 hl,  13
America,Belize,Wine,Production,2016,1000 hl,0
America,Belize,Wine,Consumption,2017,1000 hl,  14
America,Belize,Wine,Exports,2017,1000 hl,0
America,Belize,Wine,Imports,2017,1000 hl,  15
America,Belize,Wine,Production,2017,1000 hl,0
America,Belize,Wine,Consumption,2018,1000 hl,  15
America,Belize,Wine,Exports,2018,1000 hl,0
America,Belize,Wine,Imports,2018,1000 hl,  15
America,Belize,Wine,Production,2018,1000 hl,0
America,Belize,Wine,Consumption,2019,1000 hl,  15
America,Belize,Wine,Exports,2019,1000 hl,0
America,Belize,Wine,Imports,2019,1000 hl,  16
America,Belize,Wine,Production,2019,1000 hl,0
America,Belize,Wine,Consumption,2020,1000 hl,  13
America,Belize,Wine,Exports,2020,1000 hl,0
America,Belize,Wine,Imports,2020,1000 hl,  9
America,Belize,Wine,Production,2020,1000 hl,0
America,Belize,Wine,Consumption,2021,1000 hl,  13
America,Belize,Wine,Exports,2021,1000 hl,0
America,Belize,Wine,Imports,2021,1000 hl,  9
America,Belize,Wine,Production,2021,1000 hl,0
America,Belize,Wine,Consumption,2022,1000 hl,  13
America,Belize,Wine,Exports,2022,1000 hl,0
America,Belize,Wine,Imports,2022,1000 hl,  19
America,Belize,Wine,Production,2022,1000 hl,0
America,Belize,Wine,Imports,2023,1000 hl,  16
Africa,Benin,Wine,Consumption,1995,1000 hl,  15
Africa,Benin,Wine,Exports,1995,1000 hl,0
Africa,Benin,Wine,Imports,1995,1000 hl,  15
Africa,Benin,Wine,Production,1995,1000 hl,0
Africa,Benin,Wine,Consumption,1996,1000 hl,  24
Africa,Benin,Wine,Exports,1996,1000 hl,0
Africa,Benin,Wine,Imports,1996,1000 hl,  24
Africa,Benin,Wine,Production,1996,1000 hl,0
Africa,Benin,Wine,Consumption,1997,1000 hl,  30
Africa,Benin,Wine,Exports,1997,1000 hl,0
Africa,Benin,Wine,Imports,1997,1000 hl,  30
Africa,Benin,Wine,Production,1997,1000 hl,0
Africa,Benin,Wine,Consumption,1998,1000 hl,  36
Africa,Benin,Wine,Exports,1998,1000 hl,0
Africa,Benin,Wine,Imports,1998,1000 hl,  36
Africa,Benin,Wine,Production,1998,1000 hl,0
Africa,Benin,Wine,Consumption,1999,1000 hl,  37
Africa,Benin,Wine,Exports,1999,1000 hl,0
Africa,Benin,Wine,Imports,1999,1000 hl,  37
Africa,Benin,Wine,Production,1999,1000 hl,0
Africa,Benin,Wine,Consumption,2000,1000 hl,  29
Africa,Benin,Wine,Exports,2000,1000 hl,0
Africa,Benin,Wine,Imports,2000,1000 hl,  30
Africa,Benin,Wine,Production,2000,1000 hl,0
Africa,Benin,Wine,Consumption,2001,1000 hl,  25
Africa,Benin,Wine,Exports,2001,1000 hl,  8
Africa,Benin,Wine,Imports,2001,1000 hl,  33
Africa,Benin,Wine,Production,2001,1000 hl,0
Africa,Benin,Wine,Consumption,2002,1000 hl,  24
Africa,Benin,Wine,Exports,2002,1000 hl,  12
Africa,Benin,Wine,Imports,2002,1000 hl,  36
Africa,Benin,Wine,Production,2002,1000 hl,0
Africa,Benin,Wine,Consumption,2003,1000 hl,  41
Africa,Benin,Wine,Exports,2003,1000 hl,  5
Africa,Benin,Wine,Imports,2003,1000 hl,  47
Africa,Benin,Wine,Production,2003,1000 hl,0
Africa,Benin,Wine,Consumption,2004,1000 hl,  38
Africa,Benin,Wine,Exports,2004,1000 hl,0
Africa,Benin,Wine,Imports,2004,1000 hl,  43
Africa,Benin,Wine,Production,2004,1000 hl,0
Africa,Benin,Wine,Consumption,2005,1000 hl,  45
Africa,Benin,Wine,Exports,2005,1000 hl,  3
Africa,Benin,Wine,Imports,2005,1000 hl,  48
Africa,Benin,Wine,Production,2005,1000 hl,0
Africa,Benin,Wine,Consumption,2006,1000 hl,  57
Africa,Benin,Wine,Exports,2006,1000 hl,0
Africa,Benin,Wine,Imports,2006,1000 hl,  57
Africa,Benin,Wine,Production,2006,1000 hl,0
Africa,Benin,Wine,Consumption,2007,1000 hl,  17
Africa,Benin,Wine,Exports,2007,1000 hl,0
Africa,Benin,Wine,Imports,2007,1000 hl,  17
Africa,Benin,Wine,Production,2007,1000 hl,0
Africa,Benin,Wine,Consumption,2008,1000 hl,  33
Africa,Benin,Wine,Exports,2008,1000 hl,  17
Africa,Benin,Wine,Imports,2008,1000 hl,  50
Africa,Benin,Wine,Production,2008,1000 hl,0
Africa,Benin,Wine,Consumption,2009,1000 hl,  30
Africa,Benin,Wine,Exports,2009,1000 hl,  26
Africa,Benin,Wine,Imports,2009,1000 hl,  59
Africa,Benin,Wine,Production,2009,1000 hl,0
Africa,Benin,Wine,Consumption,2010,1000 hl,  56
Africa,Benin,Wine,Exports,2010,1000 hl,0
Africa,Benin,Wine,Imports,2010,1000 hl,  78
Africa,Benin,Wine,Production,2010,1000 hl,0
Africa,Benin,Wine,Consumption,2011,1000 hl,  83
Africa,Benin,Wine,Exports,2011,1000 hl,0
Africa,Benin,Wine,Imports,2011,1000 hl,  83
Africa,Benin,Wine,Production,2011,1000 hl,0
Africa,Benin,Wine,Consumption,2012,1000 hl,  65
Africa,Benin,Wine,Exports,2012,1000 hl,0
Africa,Benin,Wine,Imports,2012,1000 hl,  47
Africa,Benin,Wine,Production,2012,1000 hl,0
Africa,Benin,Wine,Consumption,2013,1000 hl,  42
Africa,Benin,Wine,Exports,2013,1000 hl,0
Africa,Benin,Wine,Imports,2013,1000 hl,  36
Africa,Benin,Wine,Production,2013,1000 hl,0
Africa,Benin,Wine,Consumption,2014,1000 hl,  34
Africa,Benin,Wine,Exports,2014,1000 hl,0
Africa,Benin,Wine,Imports,2014,1000 hl,  33
Africa,Benin,Wine,Production,2014,1000 hl,0
Africa,Benin,Wine,Consumption,2015,1000 hl,  38
Africa,Benin,Wine,Exports,2015,1000 hl,0
Africa,Benin,Wine,Imports,2015,1000 hl,  44
Africa,Benin,Wine,Production,2015,1000 hl,0
Africa,Benin,Wine,Consumption,2016,1000 hl,  39
Africa,Benin,Wine,Exports,2016,1000 hl,0
Africa,Benin,Wine,Imports,2016,1000 hl,  34
Africa,Benin,Wine,Production,2016,1000 hl,0
Africa,Benin,Wine,Consumption,2017,1000 hl,  32
Africa,Benin,Wine,Exports,2017,1000 hl,0
Africa,Benin,Wine,Imports,2017,1000 hl,  29
Africa,Benin,Wine,Production,2017,1000 hl,0
Africa,Benin,Wine,Consumption,2018,1000 hl,  23
Africa,Benin,Wine,Exports,2018,1000 hl,0
Africa,Benin,Wine,Imports,2018,1000 hl,  16
Africa,Benin,Wine,Production,2018,1000 hl,0
Africa,Benin,Wine,Consumption,2019,1000 hl,  19
Africa,Benin,Wine,Exports,2019,1000 hl,0
Africa,Benin,Wine,Imports,2019,1000 hl,  23
Africa,Benin,Wine,Production,2019,1000 hl,0
Africa,Benin,Wine,Consumption,2020,1000 hl,  23
Africa,Benin,Wine,Exports,2020,1000 hl,0
Africa,Benin,Wine,Imports,2020,1000 hl,  20
Africa,Benin,Wine,Production,2020,1000 hl,0
Africa,Benin,Wine,Consumption,2021,1000 hl,  23
Africa,Benin,Wine,Exports,2021,1000 hl,0
Africa,Benin,Wine,Imports,2021,1000 hl,  25
Africa,Benin,Wine,Production,2021,1000 hl,0
Africa,Benin,Wine,Consumption,2022,1000 hl,  23
Africa,Benin,Wine,Exports,2022,1000 hl,0
Africa,Benin,Wine,Imports,2022,1000 hl,  23
Africa,Benin,Wine,Production,2022,1000 hl,0
America,Bermuda,Wine,Consumption,1995,1000 hl,  14
America,Bermuda,Wine,Imports,1995,1000 hl,  20
America,Bermuda,Wine,Production,1995,1000 hl,0
America,Bermuda,Wine,Consumption,1996,1000 hl,  12
America,Bermuda,Wine,Imports,1996,1000 hl,  14
America,Bermuda,Wine,Production,1996,1000 hl,0
America,Bermuda,Wine,Consumption,1997,1000 hl,  10
America,Bermuda,Wine,Imports,1997,1000 hl,  14
America,Bermuda,Wine,Production,1997,1000 hl,0
America,Bermuda,Wine,Consumption,1998,1000 hl,  14
America,Bermuda,Wine,Imports,1998,1000 hl,  18
America,Bermuda,Wine,Production,1998,1000 hl,0
America,Bermuda,Wine,Consumption,1999,1000 hl,  11
America,Bermuda,Wine,Imports,1999,1000 hl,  15
America,Bermuda,Wine,Production,1999,1000 hl,0
America,Bermuda,Wine,Consumption,2000,1000 hl,  13
America,Bermuda,Wine,Imports,2000,1000 hl,  16
America,Bermuda,Wine,Production,2000,1000 hl,0
America,Bermuda,Wine,Consumption,2001,1000 hl,  13
America,Bermuda,Wine,Imports,2001,1000 hl,  25
America,Bermuda,Wine,Production,2001,1000 hl,0
America,Bermuda,Wine,Consumption,2002,1000 hl,  14
America,Bermuda,Wine,Imports,2002,1000 hl,  14
America,Bermuda,Wine,Production,2002,1000 hl,0
America,Bermuda,Wine,Consumption,2003,1000 hl,  13
America,Bermuda,Wine,Imports,2003,1000 hl,  12
America,Bermuda,Wine,Production,2003,1000 hl,0
America,Bermuda,Wine,Consumption,2004,1000 hl,  10
America,Bermuda,Wine,Imports,2004,1000 hl,  13
America,Bermuda,Wine,Production,2004,1000 hl,0
America,Bermuda,Wine,Consumption,2005,1000 hl,  12
America,Bermuda,Wine,Imports,2005,1000 hl,  33
America,Bermuda,Wine,Production,2005,1000 hl,0
America,Bermuda,Wine,Consumption,2006,1000 hl,  27
America,Bermuda,Wine,Imports,2006,1000 hl,  27
America,Bermuda,Wine,Production,2006,1000 hl,0
America,Bermuda,Wine,Consumption,2007,1000 hl,  33
America,Bermuda,Wine,Imports,2007,1000 hl,  33
America,Bermuda,Wine,Production,2007,1000 hl,0
America,Bermuda,Wine,Consumption,2008,1000 hl,  28
America,Bermuda,Wine,Imports,2008,1000 hl,  28
America,Bermuda,Wine,Production,2008,1000 hl,0
America,Bermuda,Wine,Consumption,2009,1000 hl,  21
America,Bermuda,Wine,Imports,2009,1000 hl,  21
America,Bermuda,Wine,Production,2009,1000 hl,0
America,Bermuda,Wine,Consumption,2010,1000 hl,  21
America,Bermuda,Wine,Imports,2010,1000 hl,  21
America,Bermuda,Wine,Production,2010,1000 hl,0
America,Bermuda,Wine,Consumption,2011,1000 hl,  28
America,Bermuda,Wine,Imports,2011,1000 hl,  34
America,Bermuda,Wine,Production,2011,1000 hl,0
America,Bermuda,Wine,Consumption,2012,1000 hl,  34
America,Bermuda,Wine,Imports,2012,1000 hl,  34
America,Bermuda,Wine,Production,2012,1000 hl,0
America,Bermuda,Wine,Consumption,2013,1000 hl,  22
America,Bermuda,Wine,Imports,2013,1000 hl,  11
America,Bermuda,Wine,Production,2013,1000 hl,0
America,Bermuda,Wine,Consumption,2014,1000 hl,  13
America,Bermuda,Wine,Imports,2014,1000 hl,  15
America,Bermuda,Wine,Production,2014,1000 hl,0
America,Bermuda,Wine,Consumption,2015,1000 hl,  15
America,Bermuda,Wine,Imports,2015,1000 hl,  15
America,Bermuda,Wine,Production,2015,1000 hl,0
America,Bermuda,Wine,Consumption,2016,1000 hl,  15
America,Bermuda,Wine,Imports,2016,1000 hl,  15
America,Bermuda,Wine,Production,2016,1000 hl,0
America,Bermuda,Wine,Consumption,2017,1000 hl,  15
America,Bermuda,Wine,Imports,2017,1000 hl,  16
America,Bermuda,Wine,Production,2017,1000 hl,0
America,Bermuda,Wine,Consumption,2018,1000 hl,  15
America,Bermuda,Wine,Imports,2018,1000 hl,  14
America,Bermuda,Wine,Production,2018,1000 hl,0
America,Bermuda,Wine,Consumption,2019,1000 hl,  16
America,Bermuda,Wine,Imports,2019,1000 hl,  18
America,Bermuda,Wine,Production,2019,1000 hl,0
America,Bermuda,Wine,Consumption,2020,1000 hl,  15
America,Bermuda,Wine,Imports,2020,1000 hl,  12
America,Bermuda,Wine,Production,2020,1000 hl,0
America,Bermuda,Wine,Consumption,2021,1000 hl,  15
America,Bermuda,Wine,Imports,2021,1000 hl,  13
America,Bermuda,Wine,Production,2021,1000 hl,0
America,Bermuda,Wine,Consumption,2022,1000 hl,  15
America,Bermuda,Wine,Imports,2022,1000 hl,  15
America,Bermuda,Wine,Production,2022,1000 hl,0
Asia,Bhutan,Wine,Exports,1995,1000 hl,0
Asia,Bhutan,Wine,Imports,1995,1000 hl,0
Asia,Bhutan,Wine,Production,1995,1000 hl,0
Asia,Bhutan,Wine,Exports,1996,1000 hl,0
Asia,Bhutan,Wine,Imports,1996,1000 hl,0
Asia,Bhutan,Wine,Production,1996,1000 hl,0
Asia,Bhutan,Wine,Exports,1997,1000 hl,0
Asia,Bhutan,Wine,Imports,1997,1000 hl,0
Asia,Bhutan,Wine,Production,1997,1000 hl,0
Asia,Bhutan,Wine,Exports,1998,1000 hl,0
Asia,Bhutan,Wine,Imports,1998,1000 hl,0
Asia,Bhutan,Wine,Production,1998,1000 hl,0
Asia,Bhutan,Wine,Exports,1999,1000 hl,0
Asia,Bhutan,Wine,Imports,1999,1000 hl,0
Asia,Bhutan,Wine,Production,1999,1000 hl,0
Asia,Bhutan,Wine,Exports,2000,1000 hl,0
Asia,Bhutan,Wine,Imports,2000,1000 hl,0
Asia,Bhutan,Wine,Production,2000,1000 hl,0
Asia,Bhutan,Wine,Exports,2001,1000 hl,0
Asia,Bhutan,Wine,Imports,2001,1000 hl,0
Asia,Bhutan,Wine,Production,2001,1000 hl,0
Asia,Bhutan,Wine,Exports,2002,1000 hl,0
Asia,Bhutan,Wine,Imports,2002,1000 hl,0
