station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,country,latitude,longitude,elevation,location,geometry
UPM00033634,2001-01-01T00:00:00,,,80.0,114.0,5.0,2.0,,93.0,,,,,51.4,59.0,GH,48.2,22.6,112.0,BEREGOVO                               33634,POINT (2515820.4919279832 6108322.788229387)
UPM00033663,2001-01-01T00:00:00,,,105.0,130.0,16.0,-3.0,,98.0,,,,,50.2,59.5,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033663,2011-01-01T00:00:00,,,,146.0,12.0,,,95.0,,,,,,60.4,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033663,2013-01-01T00:00:00,,,,136.0,9.0,,,93.0,,,,,,60.3,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033663,2015-01-01T00:00:00,,,,151.0,40.0,,,101.0,,,,,,63.3,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033663,2016-01-01T00:00:00,,,,148.0,28.0,,,99.0,,,,,,61.7,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033663,2017-01-01T00:00:00,,,,141.0,28.0,,,101.0,,,,,,61.2,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033663,2018-01-01T00:00:00,,,,169.0,9.0,,,92.0,,,,,,61.1,GH,48.45,27.783,78.0,MOHYLIV-PODILSKYI                      33663,POINT (3092789.4127095197 6150054.009637291)
UPM00033759,2001-01-01T00:00:00,,,101.0,,,1.0,,,,,,,,,GH,47.333,29.883,191.0,ZATIS'E                                33759,POINT (3326560.3433753937 5965164.769515762)
UPM00033788,2001-01-01T00:00:00,,,96.0,,,-1.0,,,,,,,,,GH,47.417,32.467,84.0,BASTANKA                               33788,POINT (3614209.907585213 5978930.375674512)
UPM00033837,1995-01-01T00:00:00,,,,,,,,,5268.0,,,,,,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,1996-01-01T00:00:00,44.0,0.0,95.0,112.0,6.0,2.0,0.94,94.0,,,,16.22,49.9,55.4,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,1997-01-01T00:00:00,54.0,6.0,84.0,103.0,0.0,2.0,1.37,87.0,5676.0,,,26.54,49.8,55.7,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,1998-01-01T00:00:00,42.0,3.0,91.0,119.0,9.0,4.0,2.6,98.0,5413.0,,,19.23,51.8,57.9,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,1999-01-01T00:00:00,43.0,2.0,69.0,129.0,9.0,7.0,1.13,95.0,5583.0,,,15.65,53.5,59.5,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,2000-01-01T00:00:00,42.0,4.0,73.0,120.0,4.0,2.0,1.5,92.0,5219.0,,,18.99,52.8,58.6,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,2001-01-01T00:00:00,45.0,2.0,79.0,111.0,11.0,6.0,1.95,97.0,4993.0,,,18.67,52.3,58.4,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033837,2005-01-01T00:00:00,46.0,2.0,67.0,136.0,3.0,9.0,1.14,91.0,5134.0,,,18.39,52.6,58.9,GH,46.48,30.63,42.0,ODESA                                  33837,POINT (3409716.0029979693 5826608.118153751)
UPM00033846,1995-01-01T00:00:00,,,,119.0,15.0,,,92.0,,,,,,59.1,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,1996-01-01T00:00:00,42.0,0.0,107.0,135.0,24.0,-7.0,0.97,101.0,,,,13.91,49.3,57.5,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,1997-01-01T00:00:00,50.0,3.0,110.0,124.0,1.0,-10.0,1.67,91.0,6278.0,,,25.11,48.6,56.6,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,1998-01-01T00:00:00,52.0,0.0,118.0,144.0,21.0,-1.0,0.86,104.0,5694.0,,,16.78,51.1,59.7,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,1999-01-01T00:00:00,40.0,1.0,102.0,142.0,36.0,2.0,1.4,100.0,5882.0,,,15.91,52.8,61.6,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2000-01-01T00:00:00,30.0,3.0,100.0,138.0,17.0,-9.0,1.33,103.0,5667.0,,,14.08,52.0,60.5,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2001-01-01T00:00:00,44.0,2.0,98.0,135.0,35.0,-2.0,1.61,101.0,5316.0,,,18.09,51.8,60.4,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2005-01-01T00:00:00,50.0,1.0,95.0,146.0,21.0,3.0,2.14,97.0,5458.0,,,19.44,52.2,60.9,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2006-01-01T00:00:00,37.0,1.0,93.0,136.0,20.0,-15.0,2.02,97.0,6014.0,,,13.72,50.8,59.1,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2007-01-01T00:00:00,38.0,2.0,83.0,141.0,41.0,0.0,1.28,104.0,4928.0,,,13.27,54.4,63.6,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2008-01-01T00:00:00,35.0,5.0,89.0,128.0,26.0,3.0,1.68,102.0,5451.0,,,17.39,52.7,61.5,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2009-01-01T00:00:00,44.0,1.0,81.0,151.0,27.0,-4.0,1.59,100.0,5372.0,,,15.22,53.0,62.0,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2010-01-01T00:00:00,65.0,5.0,92.0,142.0,31.0,-12.0,1.49,103.0,5564.0,,,25.72,52.8,61.2,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2011-01-01T00:00:00,35.0,1.0,112.0,151.0,23.0,-1.0,1.41,99.0,5744.0,,,12.12,51.1,60.2,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033846,2012-01-01T00:00:00,40.0,0.0,97.0,169.0,46.0,-11.0,0.95,103.0,5858.0,,,14.15,53.3,62.1,GH,46.9667,31.9831,49.0,NIKOLAEV                               33846,POINT (3560342.405990348 5905392.895333849)
UPM00033862,2001-01-01T00:00:00,,,101.0,130.0,32.0,-4.0,,98.0,,,,,51.0,59.5,GH,47.317,33.283,56.0,VELYKA OLEKSANDRIVK                    33862,POINT (3705046.6120725246 5962545.248173428)
UPM00033869,2001-01-01T00:00:00,,,85.0,124.0,27.0,-2.0,,96.0,,,,,52.4,60.0,GH,46.783,33.367,25.0,NOVA KAKHOVKA                          33869,POINT (3714397.449299159 5875572.252841441)
UPM00033896,2001-01-01T00:00:00,,,100.0,134.0,31.0,3.0,,98.0,,,,,51.8,61.4,GH,46.017,29.667,14.0,SARATA                                 33896,POINT (3302515.333364047 5752315.397286215)
UPM00033902,2001-01-01T00:00:00,,,,125.0,37.0,,,102.0,,,,,,60.5,GH,46.633,32.567,54.0,KHERSON                                33902,POINT (3625341.8566645402 5851298.10216079)
UPM00033907,2001-01-01T00:00:00,,,83.0,,,3.0,,,,,,,,,GH,46.3,32.3,6.0,BEHTERY                                33907,POINT (3595619.5526227355 5797650.363014553)
UPM00033915,1995-01-01T00:00:00,54.0,3.0,109.0,129.0,16.0,1.0,2.71,93.0,5504.0,,,22.22,50.9,60.3,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,1996-01-01T00:00:00,50.0,0.0,118.0,129.0,28.0,-5.0,0.94,100.0,6768.0,,,16.57,49.1,58.3,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,1997-01-01T00:00:00,66.0,2.0,123.0,129.0,6.0,-15.0,1.7,92.0,6371.0,,,27.11,48.3,57.4,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,1998-01-01T00:00:00,47.0,0.0,119.0,153.0,20.0,2.0,0.7,105.0,5889.0,,,16.71,50.8,60.4,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,1999-01-01T00:00:00,53.0,2.0,,,,,,,,,,,,,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2000-01-01T00:00:00,36.0,1.0,111.0,136.0,24.0,1.0,1.15,102.0,5760.0,,,12.78,51.5,61.2,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2001-01-01T00:00:00,52.0,0.0,107.0,134.0,41.0,-3.0,0.63,102.0,5505.0,,,14.95,51.5,61.6,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2005-01-01T00:00:00,47.0,2.0,107.0,151.0,21.0,3.0,4.06,101.0,5615.0,,,20.81,51.9,61.7,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2006-01-01T00:00:00,41.0,2.0,104.0,143.0,27.0,-15.0,1.16,101.0,6005.0,,,15.3,50.9,60.4,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2007-01-01T00:00:00,35.0,0.0,92.0,150.0,53.0,-3.0,0.76,104.0,5029.0,,,10.62,54.0,64.5,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2008-01-01T00:00:00,37.0,1.0,101.0,130.0,32.0,1.0,1.07,102.0,5607.0,,,14.72,52.1,62.1,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2009-01-01T00:00:00,45.0,1.0,91.0,149.0,30.0,0.0,1.01,101.0,5528.0,,,15.59,52.9,62.9,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2010-01-01T00:00:00,57.0,3.0,107.0,146.0,35.0,-7.0,1.61,105.0,5513.0,,,23.42,52.8,62.4,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2011-01-01T00:00:00,29.0,0.0,127.0,144.0,26.0,0.0,0.95,99.0,5766.0,,,9.45,50.6,60.3,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2012-01-01T00:00:00,28.0,2.0,102.0,175.0,48.0,-13.0,1.26,105.0,5919.0,,,11.62,53.2,63.0,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2013-01-01T00:00:00,35.0,1.0,90.0,143.0,31.0,11.0,1.02,99.0,4863.0,,,13.49,53.4,62.7,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2014-01-01T00:00:00,30.0,0.0,97.0,149.0,43.0,-3.0,0.96,104.0,5449.0,,,13.39,52.6,62.2,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2015-01-01T00:00:00,35.0,2.0,91.0,151.0,27.0,-3.0,1.5,100.0,5632.0,,,15.52,53.3,63.0,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2016-01-01T00:00:00,49.0,2.0,98.0,141.0,39.0,-18.0,1.67,101.0,5012.0,,,20.35,52.5,62.0,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2017-01-01T00:00:00,38.0,1.0,91.0,140.0,44.0,3.0,1.0,103.0,6069.0,,,14.18,53.0,62.9,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2018-01-01T00:00:00,41.0,1.0,109.0,176.0,40.0,-1.0,1.78,99.0,5096.0,,,12.85,53.2,63.4,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033915,2019-01-01T00:00:00,32.0,3.0,85.0,155.0,35.0,9.0,1.87,98.0,5297.0,,,14.26,53.9,64.1,GH,46.5,33.9,28.0,ASKANIIA NOVA                  GSN     33915,POINT (3773730.7378919735 5829831.590722921)
UPM00033922,2001-01-01T00:00:00,,,74.0,,,0.0,,,,,,,,,GH,45.8,33.5,17.0,RAZDOL'NOE                             33922,POINT (3729202.941574665 5717711.20790071)
UPM00033946,1995-01-01T00:00:00,,,,,,,,,5002.0,,,,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,1996-01-01T00:00:00,55.0,1.0,100.0,135.0,22.0,5.0,1.16,99.0,,,,20.94,51.2,59.9,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,1997-01-01T00:00:00,79.0,7.0,102.0,131.0,3.0,1.0,2.37,99.0,5663.0,,,32.72,50.0,58.4,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,1998-01-01T00:00:00,47.0,2.0,98.0,148.0,22.0,11.0,1.18,101.0,5392.0,,,19.22,52.5,61.7,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2000-01-01T00:00:00,42.0,0.0,82.0,139.0,18.0,5.0,0.76,99.0,5280.0,,,14.08,52.9,62.4,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2001-01-01T00:00:00,58.0,1.0,90.0,130.0,38.0,6.0,1.09,99.0,4806.0,,,19.21,53.0,62.2,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2005-01-01T00:00:00,58.0,2.0,84.0,153.0,14.0,7.0,1.1,102.0,5079.0,,,21.33,53.3,62.6,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2016-01-01T00:00:00,57.0,3.0,,,,,1.77,,,,,22.79,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2017-01-01T00:00:00,48.0,2.0,,,,,1.42,,,,,20.59,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2019-01-01T00:00:00,47.0,2.0,,,,,1.1,,,,,15.93,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2020-01-01T00:00:00,38.0,2.0,,,,,1.14,,,,,14.5,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2022-01-01T00:00:00,59.0,4.0,,,,,1.66,,,,,25.33,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033946,2023-01-01T00:00:00,52.0,2.0,,,,,1.91,,,,,20.66,,,GH,44.7,34.1331,181.0,SIMFEROPOL                             33946,POINT (3799679.311195886 5544349.0856270045)
UPM00033983,1995-01-01T00:00:00,,,,,,,,,5048.0,,,,,,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,1996-01-01T00:00:00,42.0,3.0,84.0,123.0,11.0,6.0,1.16,94.0,,,,18.07,51.5,58.5,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,1997-01-01T00:00:00,51.0,4.0,92.0,118.0,0.0,7.0,2.51,88.0,5547.0,,,23.97,50.5,57.7,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,1998-01-01T00:00:00,57.0,2.0,90.0,130.0,12.0,8.0,1.86,99.0,5390.0,,,20.42,52.6,59.8,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2000-01-01T00:00:00,41.0,5.0,80.0,127.0,5.0,12.0,2.41,94.0,5146.0,,,19.87,52.9,60.2,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2001-01-01T00:00:00,47.0,0.0,77.0,120.0,23.0,14.0,0.91,96.0,4846.0,,,16.93,53.9,61.0,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2005-01-01T00:00:00,55.0,1.0,66.0,143.0,4.0,12.0,1.16,93.0,4913.0,,,18.42,54.1,61.4,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2013-01-01T00:00:00,,,,140.0,9.0,,,95.0,,,,,,62.8,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2015-01-01T00:00:00,,,,143.0,14.0,,,96.0,,,,,,63.3,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2016-01-01T00:00:00,42.0,1.0,,,,,1.18,,,,,14.48,,,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2017-01-01T00:00:00,39.0,1.0,,,,,1.1,,,,,13.06,,,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2019-01-01T00:00:00,41.0,1.0,,,,,1.02,,,,,12.94,,,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2020-01-01T00:00:00,29.0,0.0,,151.0,25.0,,0.71,100.0,,,,9.31,,64.6,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2022-01-01T00:00:00,54.0,0.0,,139.0,9.0,,0.75,93.0,,,,15.6,,63.2,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033983,2023-01-01T00:00:00,46.0,2.0,,155.0,16.0,,1.46,98.0,,,,16.9,,65.3,GH,45.4,36.4167,49.0,KERCH                                  33983,POINT (4053888.5003714054 5654278.338078302)
UPM00033999,1995-01-01T00:00:00,88.0,12.0,143.0,26.0,0.0,5.0,2.85,74.0,7760.0,,,52.33,42.5,48.6,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,1996-01-01T00:00:00,89.0,9.0,126.0,35.0,0.0,1.0,2.45,84.0,8341.0,,,41.5,43.7,49.9,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,1997-01-01T00:00:00,93.0,15.0,155.0,11.0,0.0,1.0,3.64,75.0,8333.0,,,59.36,40.8,46.7,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,1998-01-01T00:00:00,71.0,5.0,134.0,38.0,0.0,5.0,4.06,86.0,8340.0,,,30.98,43.6,49.9,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2000-01-01T00:00:00,75.0,5.0,124.0,35.0,0.0,0.0,2.76,85.0,8169.0,,,29.89,43.4,49.5,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2001-01-01T00:00:00,93.0,12.0,128.0,43.0,0.0,4.0,2.46,82.0,7547.0,,,47.32,43.6,49.6,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2005-01-01T00:00:00,91.0,15.0,137.0,31.0,0.0,5.0,3.8,82.0,8026.0,,,52.15,43.6,49.4,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2006-01-01T00:00:00,68.0,9.0,137.0,34.0,0.0,-5.0,2.81,85.0,7949.0,,,35.85,43.1,49.3,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2007-01-01T00:00:00,82.0,7.0,151.0,70.0,0.0,2.0,2.45,84.0,7602.0,,,39.16,44.9,51.1,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2008-01-01T00:00:00,57.0,3.0,118.0,33.0,0.0,0.0,1.52,80.0,7726.0,,,25.57,44.3,50.4,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2009-01-01T00:00:00,102.0,10.0,120.0,35.0,0.0,1.0,2.58,77.0,7630.0,,,48.52,44.6,50.5,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2010-01-01T00:00:00,84.0,12.0,97.0,54.0,0.0,1.0,3.08,85.0,7154.0,,,49.98,46.7,52.6,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2011-01-01T00:00:00,66.0,4.0,158.0,36.0,0.0,1.0,2.08,84.0,7451.0,,,29.24,42.3,48.4,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
UPM00033999,2012-01-01T00:00:00,73.0,3.0,129.0,63.0,0.0,-5.0,3.15,83.0,8119.0,,,33.42,45.2,51.7,GH,44.47,34.07,1180.0,AI-PETRI                               33999,POINT (3792655.0513268304 5508522.138230264)
US1ARBT0012,2015-01-01T00:00:00,83.0,20.0,,,,,7.08,,,,,69.9,,,GH,36.3275,-94.413,419.4,AR DECATUR 2.6 ESE,POINT (-10510007.084265336 4320465.011125136)
US1ARCW0007,2015-01-01T00:00:00,79.0,22.0,,,,,4.72,,,,,68.18,,,GH,35.1236,-92.9025,285.9,AR MORRILTON 9.4 WSW,POINT (-10341858.993422098 4156106.6593705732)
US1ARFK0011,2015-01-01T00:00:00,80.0,21.0,,,,,4.41,,,,,62.31,,,GH,35.0489,-92.4415,120.4,AR CONWAY 2.8 SSE,POINT (-10290540.708166398 4145990.156395594)
US1ARFK0017,2015-01-01T00:00:00,80.0,18.0,,,,,4.91,,,,,66.18,,,GH,35.2596,-92.4054,131.4,AR GREENBRIER 2.4 NNW,POINT (-10286522.074548762 4174548.9958093967)
US1ARFR0002,2015-01-01T00:00:00,69.0,21.0,,,,,5.34,,,,,73.28,,,GH,35.2965,-94.0174,160.6,AR CHARLESTON 1.7 E,POINT (-10465969.093707517 4179558.216871697)
US1ARGL0004,2015-01-01T00:00:00,90.0,25.0,,,,,3.32,,,,,74.18,,,GH,34.6647,-92.9792,281.3,AR HOT SPRINGS VILLAGE 1.2 E,POINT (-10350397.198365944 4094105.2248960417)
US1ARMR0013,2015-01-01T00:00:00,78.0,22.0,,,,,5.41,,,,,63.37,,,GH,36.3141,-92.7641,385.6,AR YELLVILLE 7.3 NW,POINT (-10326452.375896309 4318621.696228289)
US1ARPP0003,2015-01-01T00:00:00,81.0,25.0,,,,,4.74,,,,,69.92,,,GH,35.3055,-93.0172,277.1,AR RUSSELLVILLE 7.3 ENE,POINT (-10354627.339016085 4180780.3275791844)
US1ARPP0012,2015-01-01T00:00:00,73.0,27.0,,,,,5.58,,,,,79.22,,,GH,35.3687,-93.145,167.6,AR DOVER 3.0 SW,POINT (-10368853.969939467 4189366.127692615)
US1ARSB0004,2015-01-01T00:00:00,72.0,22.0,,,,,5.64,,,,,71.01,,,GH,35.21,-94.26,154.2,AR GREENWOOD 1.4 W,POINT (-10492975.202173967 4167819.3577841534)
US1ARSB0008,2015-01-01T00:00:00,66.0,19.0,,,,,5.36,,,,,71.48,,,GH,35.2267,-94.2632,202.7,AR GREENWOOD 1.9 WNW,POINT (-10493331.424544504 4170084.7199453316)
US1ARSL0023,2015-01-01T00:00:00,91.0,27.0,,,,,3.22,,,,,71.67,,,GH,34.536,-92.7651,130.1,AR BENTON 10.9 WSW,POINT (-10326563.695387103 4076779.1032665316)
US1ARWS0024,2015-01-01T00:00:00,74.0,24.0,,,,,5.62,,,,,73.33,,,GH,35.9828,-94.3105,380.4,AR PRAIRIE GROVE 0.5 NE,POINT (-10498596.836459028 4273148.89367753)
US1AZAP0002,2015-01-01T00:00:00,37.0,2.0,,,,,2.57,,,,,14.78,,,GH,32.3471,-110.9996,748.9,AZ TUCSON 9.9 NNW,POINT (-12356418.950257048 3786099.758707545)
US1AZCH0017,2015-01-01T00:00:00,43.0,5.0,,,,,1.32,,,,,20.3,,,GH,31.549,-110.2776,1391.7,AZ SIERRA VISTA 1.3 E,POINT (-12276046.277904307 3681900.1165088825)
US1AZCH0022,2015-01-01T00:00:00,45.0,3.0,,,,,1.93,,,,,17.94,,,GH,31.6867,-110.3806,1373.7,AZ WHETSTONE 2.6 SW,POINT (-12287512.185456011 3699813.222676294)
US1AZPM0082,2005-01-01T00:00:00,27.0,0.0,,,,,0.99,,,,,,,,GH,32.2261,-110.7984,805.9,AZ TUCSON 5.8 ENE,POINT (-12334021.468709443 3770242.9975661403)
USC00027619,2015-01-01T00:00:00,34.0,4.0,29.0,290.0,112.0,22.0,2.0,109.0,1624.0,,,19.48,65.4,80.8,GH,31.4831,-111.5436,1094.2,AZ SASABE,POINT (-12416976.75324859 3673336.7700017085)
USC00027619,2016-01-01T00:00:00,25.0,4.0,27.0,305.0,116.0,22.0,1.87,112.0,1864.0,,,12.79,66.4,82.9,GH,31.4831,-111.5436,1094.2,AZ SASABE,POINT (-12416976.75324859 3673336.7700017085)
