Continent,Region/Country,Product,Variable,Year,Unit,Quantity,Quantity (gallons),Code,Country
America,El Salvador,Wine,Exports,2022.0,1000 hl,0.0,0.0,ES,El Salvador
America,El Salvador,Wine,Imports,2022.0,1000 hl,38.0,1003854.0,ES,El Salvador
America,El Salvador,Wine,Production,2022.0,1000 hl,0.0,0.0,ES,El Salvador
America,El Salvador,Wine,Imports,2023.0,1000 hl,32.0,845350.0,ES,El Salvador
Africa,Ethiopia,Wine,Consumption,1995.0,1000 hl,11.0,290589.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,1995.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,1995.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,1995.0,1000 hl,10.0,264172.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,1996.0,1000 hl,11.0,290589.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,1996.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,1996.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,1996.0,1000 hl,10.0,264172.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,1997.0,1000 hl,11.0,290589.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,1997.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,1997.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,1997.0,1000 hl,10.0,264172.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,1998.0,1000 hl,17.0,449092.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,1998.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,1998.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,1998.0,1000 hl,15.0,396258.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,1999.0,1000 hl,19.0,501927.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,1999.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,1999.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,1999.0,1000 hl,18.0,475510.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2000.0,1000 hl,24.0,634013.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2000.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2000.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2000.0,1000 hl,23.0,607596.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2001.0,1000 hl,25.0,660430.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2001.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2001.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2001.0,1000 hl,25.0,660430.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2002.0,1000 hl,29.0,766099.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2002.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2002.0,1000 hl,3.0,79252.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2002.0,1000 hl,26.0,686847.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2003.0,1000 hl,28.0,739682.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2003.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2003.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2003.0,1000 hl,26.0,686847.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2004.0,1000 hl,19.0,501927.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2004.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2004.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2004.0,1000 hl,28.0,739682.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2005.0,1000 hl,36.0,951019.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2005.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2005.0,1000 hl,4.0,105669.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2005.0,1000 hl,32.0,845350.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2006.0,1000 hl,31.0,818933.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2006.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2006.0,1000 hl,5.0,132086.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2006.0,1000 hl,26.0,686847.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2007.0,1000 hl,36.0,951019.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2007.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2007.0,1000 hl,6.0,158503.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2007.0,1000 hl,30.0,792516.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2008.0,1000 hl,18.0,475510.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2008.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2008.0,1000 hl,4.0,105669.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2008.0,1000 hl,14.0,369841.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2009.0,1000 hl,21.0,554761.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2009.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2009.0,1000 hl,5.0,132086.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2009.0,1000 hl,16.0,422675.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2010.0,1000 hl,19.0,501927.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2010.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2010.0,1000 hl,7.0,184920.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2010.0,1000 hl,9.0,237755.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2011.0,1000 hl,18.0,475510.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2011.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2011.0,1000 hl,7.0,184920.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2011.0,1000 hl,9.0,237755.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2012.0,1000 hl,18.0,475510.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2012.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2012.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2012.0,1000 hl,9.0,237755.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2013.0,1000 hl,18.0,475510.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2013.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2013.0,1000 hl,22.0,581178.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2013.0,1000 hl,9.0,237755.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2014.0,1000 hl,29.0,766099.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2014.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2014.0,1000 hl,13.0,343424.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2014.0,1000 hl,9.0,237755.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2015.0,1000 hl,24.0,634013.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2015.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2015.0,1000 hl,19.0,501927.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2015.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2016.0,1000 hl,20.0,528344.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2016.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2016.0,1000 hl,6.0,158503.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2016.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2017.0,1000 hl,13.0,343424.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2017.0,1000 hl,0.0,0.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2017.0,1000 hl,5.0,132086.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2017.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2018.0,1000 hl,10.0,264172.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2018.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2018.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2018.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2019.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2019.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2019.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2019.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2020.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2020.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2020.0,1000 hl,3.0,79252.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2020.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2021.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2021.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2021.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2021.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Consumption,2022.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Exports,2022.0,1000 hl,1.0,26417.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2022.0,1000 hl,2.0,52834.0,ET,Ethiopia
Africa,Ethiopia,Wine,Production,2022.0,1000 hl,8.0,211338.0,ET,Ethiopia
Africa,Ethiopia,Wine,Imports,2023.0,1000 hl,3.0,79252.0,ET,Ethiopia
,,,,,,,,EU,Europa Island [France]
Europe,Czech Republic,Wine,Consumption,1995.0,1000 hl,637.0,16827756.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,1995.0,1000 hl,11.0,290589.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,1995.0,1000 hl,335.0,8849762.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,1995.0,1000 hl,459.0,12125495.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,1996.0,1000 hl,640.0,16907008.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,1996.0,1000 hl,11.0,290589.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,1996.0,1000 hl,518.0,13684110.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,1996.0,1000 hl,516.0,13631275.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,1997.0,1000 hl,655.0,17303266.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,1997.0,1000 hl,11.0,290589.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,1997.0,1000 hl,711.0,18782629.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,1997.0,1000 hl,405.0,10698966.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,1998.0,1000 hl,654.0,17276849.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,1998.0,1000 hl,14.0,369841.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,1998.0,1000 hl,496.0,13102931.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,1998.0,1000 hl,560.0,14793632.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,1999.0,1000 hl,650.0,17171180.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,1999.0,1000 hl,17.0,449092.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,1999.0,1000 hl,534.0,14106785.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,1999.0,1000 hl,563.0,14872884.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2000.0,1000 hl,673.0,17778776.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2000.0,1000 hl,33.0,871768.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2000.0,1000 hl,664.0,17541021.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2000.0,1000 hl,525.0,13869030.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2001.0,1000 hl,897.0,23696228.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2001.0,1000 hl,20.0,528344.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2001.0,1000 hl,943.0,24911420.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2001.0,1000 hl,518.0,13684110.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2002.0,1000 hl,1087.0,28715496.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2002.0,1000 hl,29.0,766099.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2002.0,1000 hl,1034.0,27315385.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2002.0,1000 hl,495.0,13076514.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2003.0,1000 hl,1174.0,31013793.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2003.0,1000 hl,21.0,554761.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2003.0,1000 hl,1068.0,28213570.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2003.0,1000 hl,510.0,13472772.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2004.0,1000 hl,820.0,21662104.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2004.0,1000 hl,31.0,818933.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2004.0,1000 hl,1226.0,32387487.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2004.0,1000 hl,540.0,14265288.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2005.0,1000 hl,1100.0,29058920.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2005.0,1000 hl,33.0,871768.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2005.0,1000 hl,1280.0,33814016.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2005.0,1000 hl,436.0,11517899.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2006.0,1000 hl,1300.0,34342360.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2006.0,1000 hl,47.0,1241608.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2006.0,1000 hl,1381.0,36482153.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2006.0,1000 hl,432.0,11412230.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2007.0,1000 hl,1770.0,46758444.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2007.0,1000 hl,85.0,2245462.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2007.0,1000 hl,1334.0,35240545.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2007.0,1000 hl,820.0,21662104.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2008.0,1000 hl,1974.0,52147553.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2008.0,1000 hl,182.0,4807930.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2008.0,1000 hl,1442.0,38093602.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2008.0,1000 hl,840.0,22190448.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2009.0,1000 hl,2006.0,52992903.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2009.0,1000 hl,185.0,4887182.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2009.0,1000 hl,1443.0,38120020.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2009.0,1000 hl,570.0,15057804.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2010.0,1000 hl,2000.0,52834400.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2010.0,1000 hl,233.0,6155208.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2010.0,1000 hl,1900.0,50192680.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2010.0,1000 hl,564.0,14899301.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2011.0,1000 hl,2260.0,59702872.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2011.0,1000 hl,287.0,7581736.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2011.0,1000 hl,1850.0,48871820.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2011.0,1000 hl,650.0,17171180.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2012.0,1000 hl,1686.0,44539399.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2012.0,1000 hl,270.0,7132644.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2012.0,1000 hl,1572.0,41527838.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2012.0,1000 hl,470.0,12416084.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2013.0,1000 hl,2067.0,54604352.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2013.0,1000 hl,335.0,8849762.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2013.0,1000 hl,1528.0,40365482.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2013.0,1000 hl,501.0,13235017.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2014.0,1000 hl,2125.0,56136550.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2014.0,1000 hl,207.0,5468360.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2014.0,1000 hl,1552.0,40999494.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2014.0,1000 hl,536.0,14159619.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2015.0,1000 hl,2236.0,59068859.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2015.0,1000 hl,148.0,3909746.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2015.0,1000 hl,1610.0,42531692.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2015.0,1000 hl,819.0,21635687.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2016.0,1000 hl,2231.0,58936773.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2016.0,1000 hl,61.0,1611449.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2016.0,1000 hl,1403.0,37063332.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2016.0,1000 hl,631.0,16669253.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2017.0,1000 hl,2094.0,55317617.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2017.0,1000 hl,78.0,2060542.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2017.0,1000 hl,1467.0,38754032.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2017.0,1000 hl,645.0,17039094.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2018.0,1000 hl,1992.0,52623062.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2018.0,1000 hl,69.0,1822787.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2018.0,1000 hl,1322.0,34923538.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2018.0,1000 hl,691.0,18254285.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2019.0,1000 hl,2174.0,57430993.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2019.0,1000 hl,83.0,2192628.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2019.0,1000 hl,1379.0,36429319.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2019.0,1000 hl,492.0,12997262.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2020.0,1000 hl,2062.0,54472266.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2020.0,1000 hl,114.0,3011561.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2020.0,1000 hl,1741.0,45992345.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2020.0,1000 hl,603.0,15929572.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2021.0,1000 hl,2230.0,58910356.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2021.0,1000 hl,97.0,2562468.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2021.0,1000 hl,1729.0,45675339.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2021.0,1000 hl,592.0,15638982.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2022.0,1000 hl,2236.0,59068859.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2022.0,1000 hl,86.0,2271879.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2022.0,1000 hl,1703.0,44988492.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2022.0,1000 hl,586.0,15480479.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Consumption,2023.0,1000 hl,2154.0,56902649.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Exports,2023.0,1000 hl,28.0,739682.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Imports,2023.0,1000 hl,1375.0,36323650.0,EZ,Czech Republic
Europe,Czech Republic,Wine,Production,2023.0,1000 hl,477.0,12601004.0,EZ,Czech Republic
,,,,,,,,FG,French Guiana [France]
Europe,Finland,Wine,Consumption,1995.0,1000 hl,281.0,7423233.0,FI,Finland
Europe,Finland,Wine,Exports,1995.0,1000 hl,2.0,52834.0,FI,Finland
Europe,Finland,Wine,Imports,1995.0,1000 hl,267.0,7053392.0,FI,Finland
Europe,Finland,Wine,Production,1995.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,1996.0,1000 hl,267.0,7053392.0,FI,Finland
Europe,Finland,Wine,Exports,1996.0,1000 hl,2.0,52834.0,FI,Finland
Europe,Finland,Wine,Imports,1996.0,1000 hl,264.0,6974141.0,FI,Finland
Europe,Finland,Wine,Production,1996.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,1997.0,1000 hl,259.0,6842055.0,FI,Finland
Europe,Finland,Wine,Exports,1997.0,1000 hl,1.0,26417.0,FI,Finland
Europe,Finland,Wine,Imports,1997.0,1000 hl,268.0,7079810.0,FI,Finland
Europe,Finland,Wine,Production,1997.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,1998.0,1000 hl,312.0,8242166.0,FI,Finland
Europe,Finland,Wine,Exports,1998.0,1000 hl,2.0,52834.0,FI,Finland
Europe,Finland,Wine,Imports,1998.0,1000 hl,308.0,8136498.0,FI,Finland
Europe,Finland,Wine,Production,1998.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,1999.0,1000 hl,335.0,8849762.0,FI,Finland
Europe,Finland,Wine,Exports,1999.0,1000 hl,1.0,26417.0,FI,Finland
Europe,Finland,Wine,Imports,1999.0,1000 hl,327.0,8638424.0,FI,Finland
Europe,Finland,Wine,Production,1999.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2000.0,1000 hl,352.0,9298854.0,FI,Finland
Europe,Finland,Wine,Exports,2000.0,1000 hl,1.0,26417.0,FI,Finland
Europe,Finland,Wine,Imports,2000.0,1000 hl,352.0,9298854.0,FI,Finland
Europe,Finland,Wine,Production,2000.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2001.0,1000 hl,382.0,10091370.0,FI,Finland
Europe,Finland,Wine,Exports,2001.0,1000 hl,3.0,79252.0,FI,Finland
Europe,Finland,Wine,Imports,2001.0,1000 hl,382.0,10091370.0,FI,Finland
Europe,Finland,Wine,Production,2001.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2002.0,1000 hl,416.0,10989555.0,FI,Finland
Europe,Finland,Wine,Exports,2002.0,1000 hl,2.0,52834.0,FI,Finland
Europe,Finland,Wine,Imports,2002.0,1000 hl,417.0,11015972.0,FI,Finland
Europe,Finland,Wine,Production,2002.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2003.0,1000 hl,453.0,11966992.0,FI,Finland
Europe,Finland,Wine,Exports,2003.0,1000 hl,3.0,79252.0,FI,Finland
Europe,Finland,Wine,Imports,2003.0,1000 hl,476.0,12574587.0,FI,Finland
Europe,Finland,Wine,Production,2003.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2004.0,1000 hl,473.0,12495336.0,FI,Finland
Europe,Finland,Wine,Exports,2004.0,1000 hl,8.0,211338.0,FI,Finland
Europe,Finland,Wine,Imports,2004.0,1000 hl,477.0,12601004.0,FI,Finland
Europe,Finland,Wine,Production,2004.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2005.0,1000 hl,494.0,13050097.0,FI,Finland
Europe,Finland,Wine,Exports,2005.0,1000 hl,9.0,237755.0,FI,Finland
Europe,Finland,Wine,Imports,2005.0,1000 hl,493.0,13023680.0,FI,Finland
Europe,Finland,Wine,Production,2005.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2006.0,1000 hl,524.0,13842613.0,FI,Finland
Europe,Finland,Wine,Exports,2006.0,1000 hl,11.0,290589.0,FI,Finland
Europe,Finland,Wine,Imports,2006.0,1000 hl,523.0,13816196.0,FI,Finland
Europe,Finland,Wine,Production,2006.0,1000 hl,0.0,0.0,FI,Finland
Europe,Finland,Wine,Consumption,2007.0,1000 hl,559.0,14767215.0,FI,Finland
Europe,Finland,Wine,Exports,2007.0,1000 hl,19.0,501927.0,FI,Finland
Europe,Finland,Wine,Imports,2007.0,1000 hl,568.0,15004970.0,FI,Finland
Europe,Finland,Wine,Production,2007.0,1000 hl,0.0,0.0,FI,Finland
